time_s,orient_roll,orient_pitch,orient_yaw,vel_x,vel_y,vel_z,acc_dev_x,acc_dev_y,acc_dev_z,pose_inputsOK,pose_posenetOK,cam_trans_x,cam_trans_y,cam_trans_z,cam_rot_x,cam_rot_y,cam_rot_z,rpyCalib_roll,rpyCalib_pitch,rpyCalib_yaw,calStatus,calPerc,lp_steerRatio,lp_stiffnessFactor,lp_angleOffsetDeg,lp_angleOffsetAverageDeg,lt_latAccelFactor,lt_frictionCoeff
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
0.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
0.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
0.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
0.450000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
0.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
0.650000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
0.700000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
0.850000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
0.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
0.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
1.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
1.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
1.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
1.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
1.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
1.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,8.848068,-0.001740,0.024824,-0.000322,0.001974,0.011479,0.000305,0.062267,0.013442,calibrated,100.000000,15.702590,1.000000,-0.463537,-0.463537,0.000000,0.000000
