time_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.000000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.010000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.020000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.030000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.040000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.050000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.060000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.070000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.080000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.090000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.100000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.110000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.120000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.130000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.140000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.150000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.160000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.170000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.180000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.190000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.200000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.210000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.220000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.230000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.240000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.250000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.260000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.270000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.280000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.290000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.300000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.310000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.320000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.330000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.340000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.350000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.360000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.370000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.380000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.390000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.400000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.410000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.420000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.430000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.440000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.450000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.460000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.470000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.480000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.490000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.500000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
0.510000,9.835148,0.124541,1.152603,-0.025351,0.005345,0.005498
