time_s,face_yaw,face_pitch,face_roll,face_pos_x,face_pos_y,faceProb,leftEyeProb,rightEyeProb,leftBlinkProb,rightBlinkProb,sunglassesProb,occludedProb,readyProb_0,readyProb_1,readyProb_2,readyProb_3,notReadyProb_0,notReadyProb_1,poorVisionProb,awarenessStatus,isDistracted,distractedType,faceDetected,isRHD
0.000000,-0.010010,0.343811,-0.038376,0.154800,0.043518,0.080051,0.899696,0.900388,0.684633,0.713207,0.003512,0.476996,0.494761,0.515946,0.523152,0.493237,0.079193,0.539821,0.978015,1.000000,0,0,0,0
0.050000,-0.010010,0.343811,-0.038376,0.154800,0.043518,0.080051,0.899696,0.900388,0.684633,0.713207,0.003512,0.476996,0.494761,0.515946,0.523152,0.493237,0.079193,0.539821,0.978015,1.000000,0,0,0,0
0.100000,-0.010010,0.343811,-0.038376,0.154800,0.043518,0.080051,0.899696,0.900388,0.684633,0.713207,0.003512,0.476996,0.494761,0.515946,0.523152,0.493237,0.079193,0.539821,0.978015,1.000000,0,0,0,0
0.150000,-0.010010,0.343811,-0.038376,0.154800,0.043518,0.080051,0.899696,0.900388,0.684633,0.713207,0.003512,0.476996,0.494761,0.515946,0.523152,0.493237,0.079193,0.539821,0.978015,1.000000,0,0,0,0
0.200000,-0.010010,0.343811,-0.038376,0.154800,0.043518,0.080051,0.899696,0.900388,0.684633,0.713207,0.003512,0.476996,0.494761,0.515946,0.523152,0.493237,0.079193,0.539821,0.978015,1.000000,0,0,0,0
0.250000,-0.010010,0.343811,-0.038376,0.154800,0.043518,0.080051,0.899696,0.900388,0.684633,0.713207,0.003512,0.476996,0.494761,0.515946,0.523152,0.493237,0.079193,0.539821,0.978015,1.000000,0,0,0,0
0.300000,-0.010010,0.343811,-0.038376,0.154800,0.043518,0.080051,0.899696,0.900388,0.684633,0.713207,0.003512,0.476996,0.494761,0.515946,0.523152,0.493237,0.079193,0.539821,0.978015,1.000000,0,0,0,0
0.350000,-0.010010,0.343811,-0.038376,0.154800,0.043518,0.080051,0.899696,0.900388,0.684633,0.713207,0.003512,0.476996,0.494761,0.515946,0.523152,0.493237,0.079193,0.539821,0.978015,1.000000,0,0,0,0
0.400000,-0.010010,0.343811,-0.038376,0.154800,0.043518,0.080051,0.899696,0.900388,0.684633,0.713207,0.003512,0.476996,0.494761,0.515946,0.523152,0.493237,0.079193,0.539821,0.978015,1.000000,0,0,0,0
0.450000,-0.010010,0.343811,-0.038376,0.154800,0.043518,0.080051,0.899696,0.900388,0.684633,0.713207,0.003512,0.476996,0.494761,0.515946,0.523152,0.493237,0.079193,0.539821,0.978015,1.000000,0,0,0,0
