time_s,face_yaw,face_pitch,face_roll,face_pos_x,face_pos_y,faceProb,leftEyeProb,rightEyeProb,leftBlinkProb,rightBlinkProb,sunglassesProb,occludedProb,readyProb_0,readyProb_1,readyProb_2,readyProb_3,notReadyProb_0,notReadyProb_1,poorVisionProb,awarenessStatus,isDistracted,distractedType,faceDetected,isRHD
0.000000,-0.240387,0.510864,-0.028732,0.132095,-0.010162,0.952915,0.959478,0.915309,0.776242,0.800906,0.000025,0.501592,0.492734,0.526822,0.528980,0.492300,0.128826,0.540390,0.931103,1.000000,0,0,0,0
0.050000,-0.240387,0.510864,-0.028732,0.132095,-0.010162,0.952915,0.959478,0.915309,0.776242,0.800906,0.000025,0.501592,0.492734,0.526822,0.528980,0.492300,0.128826,0.540390,0.931103,1.000000,0,0,0,0
0.100000,-0.240387,0.510864,-0.028732,0.132095,-0.010162,0.952915,0.959478,0.915309,0.776242,0.800906,0.000025,0.501592,0.492734,0.526822,0.528980,0.492300,0.128826,0.540390,0.931103,1.000000,0,0,0,0
0.150000,-0.240387,0.510864,-0.028732,0.132095,-0.010162,0.952915,0.959478,0.915309,0.776242,0.800906,0.000025,0.501592,0.492734,0.526822,0.528980,0.492300,0.128826,0.540390,0.931103,1.000000,0,0,0,0
0.200000,-0.240387,0.510864,-0.028732,0.132095,-0.010162,0.952915,0.959478,0.915309,0.776242,0.800906,0.000025,0.501592,0.492734,0.526822,0.528980,0.492300,0.128826,0.540390,0.931103,1.000000,0,0,0,0
0.250000,-0.559019,0.486029,-0.122349,0.135131,0.002807,0.951089,0.318896,0.280099,0.789402,0.821022,0.000019,0.502202,0.491091,0.527948,0.530549,0.490325,0.197187,0.537146,0.245048,1.000000,0,0,0,0
0.300000,-0.649671,0.479436,-0.142174,0.136505,0.007830,0.945442,0.131318,0.111131,0.827608,0.847520,0.000019,0.501864,0.491482,0.526676,0.529574,0.489891,0.251961,0.537137,0.006321,1.000000,0,0,0,0
0.350000,-0.673054,0.511956,-0.151928,0.136689,0.009409,0.943656,0.372952,0.338748,0.857627,0.860901,0.000017,0.502799,0.491508,0.526133,0.528862,0.489858,0.286284,0.537180,0.000069,1.000000,0,0,0,0
0.400000,-0.714773,0.518387,-0.169812,0.136386,0.010936,0.944717,0.788744,0.748076,0.875181,0.865507,0.000017,0.503592,0.491784,0.525797,0.528285,0.489692,0.295201,0.536320,0.000017,1.000000,0,0,0,0
0.450000,-0.741066,0.524407,-0.179801,0.136136,0.012049,0.944091,0.852709,0.824713,0.875163,0.864201,0.000017,0.504033,0.491926,0.525347,0.528330,0.489852,0.288217,0.535763,0.000017,1.000000,0,0,0,0
0.500000,-0.748510,0.548159,-0.192211,0.136609,0.012327,0.943106,0.876428,0.845731,0.871125,0.859355,0.000017,0.504987,0.491917,0.525073,0.528303,0.489769,0.272733,0.535912,0.000017,1.000000,0,0,0,0
0.550000,-0.779740,0.576331,-0.227489,0.136887,0.012598,0.939803,0.804052,0.763805,0.858352,0.854844,0.000017,0.506160,0.491610,0.524782,0.528536,0.489586,0.236285,0.535993,0.000017,1.000000,0,0,0,0
0.600000,-0.794827,0.572424,-0.231887,0.136459,0.011948,0.939898,0.770439,0.733508,0.858556,0.854703,0.000017,0.506474,0.491736,0.524643,0.528677,0.489803,0.239886,0.535823,0.000017,1.000000,0,0,0,0
0.650000,-0.807601,0.564163,-0.236997,0.136252,0.011160,0.939375,0.766205,0.737586,0.860697,0.855831,0.000024,0.506385,0.491860,0.524742,0.528706,0.489671,0.236252,0.535686,0.000017,1.000000,0,0,0,0
0.700000,-0.819681,0.567731,-0.240856,0.135499,0.011114,0.938136,0.531466,0.507515,0.862854,0.857438,0.000038,0.506453,0.491642,0.525158,0.529594,0.489866,0.217157,0.535462,0.000017,1.000000,0,0,0,0
0.750000,-0.821545,0.562794,-0.236648,0.135141,0.011498,0.939862,0.247155,0.240125,0.858808,0.855128,0.000041,0.506460,0.491421,0.525412,0.530353,0.490175,0.214083,0.535056,0.000017,1.000000,0,0,0,0
0.800000,-0.811792,0.539531,-0.212103,0.134882,0.012442,0.943370,0.596510,0.563559,0.872140,0.857163,0.000042,0.505969,0.491375,0.525292,0.529787,0.490405,0.291599,0.534692,0.000017,1.000000,0,0,0,0
0.850000,-0.784608,0.545641,-0.196265,0.134575,0.012507,0.943400,0.568562,0.536254,0.865557,0.852630,0.000071,0.505898,0.491261,0.525349,0.529874,0.490464,0.257004,0.534497,0.000017,1.000000,0,0,0,0
0.900000,-0.787377,0.546918,-0.202683,0.134886,0.012479,0.942412,0.610307,0.586085,0.860235,0.851480,0.000064,0.506038,0.491508,0.525107,0.529376,0.490330,0.252009,0.534744,0.000017,1.000000,0,0,0,0
0.950000,-0.794519,0.548637,-0.227953,0.135417,0.012060,0.942065,0.682665,0.663092,0.861056,0.853764,0.000046,0.506370,0.491652,0.525058,0.528974,0.490289,0.250822,0.534759,0.000017,1.000000,0,0,0,0
1.000000,-0.809640,0.560561,-0.249788,0.135737,0.012246,0.940563,0.390421,0.376157,0.856414,0.853763,0.000082,0.506751,0.491343,0.525389,0.529281,0.490237,0.231372,0.535174,0.000017,1.000000,0,0,0,0
1.050000,-0.815733,0.555408,-0.237755,0.135513,0.013346,0.941461,0.769086,0.733922,0.851005,0.848619,0.000020,0.506785,0.491655,0.525256,0.529181,0.490364,0.242999,0.534433,0.000017,1.000000,0,0,0,0
