time_s,face_yaw,face_pitch,face_roll,face_pos_x,face_pos_y,faceProb,leftEyeProb,rightEyeProb,leftBlinkProb,rightBlinkProb,sunglassesProb,occludedProb,readyProb_0,readyProb_1,readyProb_2,readyProb_3,notReadyProb_0,notReadyProb_1,poorVisionProb,awarenessStatus,isDistracted,distractedType,faceDetected,isRHD
0.000000,-0.022247,0.342957,-0.027054,0.155777,0.044678,0.075841,0.896478,0.897729,0.699203,0.729110,0.003781,0.477422,0.494763,0.516032,0.523261,0.493263,0.081941,0.539753,0.978182,1.000000,0,0,0,0
0.050000,-0.012257,0.348147,-0.028147,0.157338,0.046629,0.077711,0.895955,0.895813,0.661792,0.690928,0.003087,0.477208,0.494448,0.515208,0.522735,0.493269,0.082318,0.539787,0.977804,1.000000,0,0,0,0
0.100000,0.199746,0.410035,0.102764,0.116575,-0.026553,0.902088,0.119414,0.053785,0.250271,0.198691,0.000017,0.482269,0.499725,0.523002,0.531091,0.488670,0.037979,0.540059,0.992450,1.000000,0,0,0,0
0.150000,0.203312,0.349090,0.125212,0.119932,-0.029449,0.953025,0.282302,0.198851,0.305630,0.280649,0.000017,0.479546,0.500447,0.525504,0.533098,0.489530,0.021409,0.540978,0.993507,1.000000,0,0,0,0
0.200000,0.240910,0.309077,0.116568,0.120010,-0.031599,0.964774,0.274653,0.183956,0.288833,0.281481,0.000021,0.478748,0.500114,0.525617,0.533596,0.490287,0.020484,0.539625,0.997103,1.000000,0,0,0,0
0.250000,0.325310,0.218510,0.046570,0.120565,-0.030036,0.963906,0.742083,0.668241,0.228902,0.245228,0.006627,0.478635,0.492417,0.521865,0.527143,0.493582,0.037526,0.540967,0.987610,1.000000,0,0,0,0
0.300000,0.348529,0.189422,0.027504,0.119933,-0.029663,0.965263,0.736409,0.653546,0.185921,0.196377,0.000055,0.477315,0.492454,0.523479,0.527339,0.493739,0.044323,0.539792,0.985330,1.000000,0,0,0,0
0.350000,0.359783,0.178972,0.019813,0.119247,-0.029091,0.965460,0.649605,0.574922,0.161485,0.171123,0.004402,0.476729,0.492876,0.524044,0.527008,0.493533,0.057508,0.538600,0.984179,1.000000,0,0,0,0
0.400000,0.364394,0.162405,0.010405,0.118899,-0.028361,0.965855,0.846824,0.850262,0.154297,0.157495,0.145629,0.475935,0.492734,0.525200,0.527090,0.494169,0.083553,0.538316,0.978736,1.000000,0,0,0,0
0.450000,0.350156,0.153596,0.006124,0.118768,-0.027156,0.967209,0.831362,0.838655,0.156118,0.164419,0.933603,0.475440,0.492492,0.525159,0.527140,0.494174,0.093852,0.538025,0.971796,1.000000,0,0,0,0
0.500000,0.317643,0.146765,0.021544,0.118504,-0.026472,0.967867,0.741319,0.748735,0.118929,0.133644,0.999366,0.475212,0.492709,0.526002,0.527863,0.493916,0.104319,0.538694,0.970489,1.000000,0,0,0,0
0.550000,0.237003,0.147334,0.022854,0.117988,-0.025426,0.968926,0.148400,0.153211,0.124063,0.156215,0.999998,0.476796,0.493718,0.526155,0.528483,0.493456,0.157248,0.539897,0.971903,1.000000,0,0,0,0
0.600000,0.177638,0.171131,0.020799,0.117244,-0.023469,0.968892,0.152291,0.153409,0.237088,0.271430,0.999991,0.479600,0.494362,0.526328,0.529184,0.492670,0.239410,0.540024,0.960811,1.000000,0,0,0,0
0.650000,0.124359,0.161902,0.014651,0.115984,-0.021892,0.967349,0.157001,0.149173,0.771777,0.795017,0.999667,0.480921,0.494911,0.527408,0.529503,0.492494,0.340388,0.538929,0.954816,1.000000,0,0,0,0
0.700000,0.065656,0.131175,0.010431,0.115425,-0.019894,0.968079,0.266964,0.268239,0.725346,0.757716,0.997323,0.481455,0.495106,0.528766,0.530262,0.492614,0.327266,0.539929,0.948964,1.000000,0,0,0,0
0.750000,0.038121,0.132339,0.007835,0.115831,-0.017929,0.968089,0.204225,0.214692,0.755524,0.782367,0.999926,0.482532,0.495351,0.528399,0.530174,0.492505,0.357034,0.539704,0.935082,1.000000,0,0,0,0
0.800000,0.007893,0.137617,0.016375,0.114758,-0.016693,0.967581,0.639901,0.699614,0.689880,0.732441,0.999962,0.484022,0.495479,0.529287,0.530125,0.492531,0.401852,0.538959,0.920002,1.000000,0,0,0,0
0.850000,-0.018562,0.132941,0.026018,0.114064,-0.015265,0.967561,0.844960,0.904205,0.423938,0.476077,0.999854,0.484646,0.495636,0.530538,0.530303,0.492668,0.386064,0.538618,0.904134,1.000000,0,0,0,0
0.900000,-0.027649,0.116892,0.020793,0.113831,-0.014267,0.967988,0.875519,0.936302,0.326393,0.357970,0.999702,0.484274,0.495671,0.530885,0.530324,0.492722,0.391141,0.538514,0.902058,1.000000,0,0,0,0
0.950000,-0.034566,0.101839,0.025608,0.114329,-0.013602,0.968370,0.888193,0.944471,0.272434,0.285987,0.999906,0.483735,0.495528,0.530905,0.530324,0.492928,0.393463,0.538930,0.903303,1.000000,0,0,0,0
1.000000,-0.056714,0.098444,0.025118,0.114611,-0.013429,0.968484,0.891717,0.943823,0.345192,0.377063,0.999840,0.484120,0.495679,0.530643,0.529711,0.492966,0.424116,0.538946,0.892466,1.000000,0,0,0,0
1.050000,-0.076764,0.101217,0.019316,0.114958,-0.013439,0.968919,0.904500,0.952749,0.384879,0.421476,0.999794,0.484733,0.495523,0.530726,0.530160,0.493040,0.488196,0.538893,0.882944,1.000000,0,0,0,0
1.100000,-0.084406,0.103636,0.016879,0.115708,-0.013402,0.969040,0.908738,0.955211,0.218969,0.239596,0.999593,0.484991,0.495634,0.530809,0.530372,0.493014,0.499376,0.538888,0.874893,1.000000,0,0,0,0
1.150000,-0.082304,0.100775,0.021922,0.116499,-0.013444,0.969445,0.897666,0.946463,0.168595,0.186877,0.996252,0.484703,0.495685,0.530766,0.529691,0.492895,0.437128,0.538677,0.838660,1.000000,0,0,0,0
1.200000,-0.088346,0.103583,0.032010,0.116364,-0.012730,0.969519,0.893701,0.946127,0.183738,0.212832,0.999847,0.484792,0.495535,0.531033,0.529879,0.493197,0.505479,0.538758,0.786575,1.000000,0,0,0,0
1.250000,-0.109102,0.095670,0.032902,0.117612,-0.013018,0.969274,0.876752,0.935758,0.455141,0.503505,0.999863,0.484626,0.495330,0.530415,0.529904,0.493225,0.523216,0.538510,0.768816,1.000000,0,0,0,0
1.300000,-0.143206,0.086571,0.029904,0.118047,-0.013057,0.969362,0.875367,0.933095,0.793670,0.814029,0.999975,0.484867,0.495153,0.530447,0.530282,0.493419,0.569889,0.538124,0.768357,1.000000,0,0,0,0
1.350000,-0.162464,0.100458,0.030064,0.117961,-0.014942,0.968535,0.923109,0.958783,0.851710,0.855968,0.999991,0.486049,0.495655,0.530210,0.529744,0.493013,0.628744,0.538167,0.734796,1.000000,0,0,0,0
1.400000,-0.162439,0.092598,0.034930,0.118298,-0.014799,0.967761,0.921983,0.957917,0.852505,0.856329,0.999978,0.485548,0.495681,0.530976,0.530197,0.492971,0.594740,0.538830,0.672180,1.000000,0,0,0,0
1.450000,-0.166739,0.077643,0.027223,0.118944,-0.014613,0.968277,0.906134,0.953362,0.844238,0.852847,0.999987,0.485153,0.495652,0.530746,0.529576,0.492886,0.600822,0.538171,0.601453,1.000000,0,0,0,0
1.500000,-0.166572,0.063400,0.026774,0.119289,-0.014599,0.967892,0.907461,0.954360,0.856073,0.861878,0.999987,0.484893,0.495684,0.530353,0.528833,0.493060,0.586864,0.538197,0.603941,1.000000,0,0,0,0
1.550000,-0.183743,0.070424,0.018774,0.119438,-0.014974,0.967915,0.912473,0.953779,0.855877,0.864943,0.999990,0.485754,0.496024,0.530281,0.529183,0.493019,0.606589,0.538030,0.687262,1.000000,0,0,0,0
1.600000,-0.202666,0.058921,-0.001845,0.119865,-0.014166,0.968327,0.938336,0.968517,0.851477,0.864425,0.999851,0.486041,0.496152,0.530302,0.529169,0.492684,0.614138,0.537114,0.677766,1.000000,0,0,0,0
1.650000,-0.187851,0.059429,-0.016607,0.119617,-0.012301,0.969934,0.937659,0.971895,0.841641,0.855366,0.998892,0.485519,0.495820,0.530284,0.528692,0.492795,0.562324,0.537098,0.651176,1.000000,0,0,0,0
1.700000,-0.168889,0.052447,-0.023697,0.120176,-0.011289,0.969669,0.934762,0.971819,0.844659,0.854346,0.998471,0.484572,0.495740,0.530511,0.529231,0.492647,0.489885,0.537527,0.634616,1.000000,0,0,0,0
