time_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.000000,9.849518,0.143701,1.179547,-0.022755,0.002902,0.005956
0.010000,9.849518,0.143701,1.179547,-0.022755,0.002902,0.005956
0.020000,9.849518,0.143701,1.179547,-0.022755,0.002902,0.005956
0.030000,9.849518,0.143701,1.179547,-0.022755,0.002902,0.005956
0.040000,9.849518,0.143701,1.179547,-0.022755,0.002902,0.005956
0.050000,9.849518,0.143701,1.179547,-0.022755,0.002902,0.005956
0.060000,9.849518,0.143701,1.179547,-0.022755,0.002902,0.005956
0.070000,9.849518,0.143701,1.179547,-0.022755,0.002902,0.005956
0.080000,9.849518,0.143701,1.179547,-0.022755,0.002902,0.005956
0.090000,9.849518,0.143701,1.179547,-0.022755,0.002902,0.005956
0.100000,9.849518,0.143701,1.179547,-0.022755,0.002902,0.005956
0.110000,9.849518,0.143701,1.179547,-0.022755,0.002902,0.005956
0.120000,9.849518,0.143701,1.179547,-0.022755,0.002902,0.005956
0.130000,9.849518,0.143701,1.179547,-0.022755,0.002902,0.005956
0.140000,9.849518,0.143701,1.179547,-0.022755,0.002902,0.005956
0.150000,9.849518,0.143701,1.179547,-0.022755,0.002902,0.005956
0.160000,9.849518,0.143701,1.179547,-0.022755,0.002902,0.005956
0.170000,9.849518,0.143701,1.179547,-0.022755,0.002902,0.005956
0.180000,9.849518,0.143701,1.179547,-0.022755,0.002902,0.005956
0.190000,9.849518,0.143701,1.179547,-0.022755,0.002902,0.005956
0.200000,9.849518,0.143701,1.179547,-0.022755,0.002902,0.005956
0.210000,9.849518,0.143701,1.179547,-0.022755,0.002902,0.005956
0.220000,9.849518,0.143701,1.179547,-0.022755,0.002902,0.005956
0.230000,9.818172,0.135532,1.187716,-0.022755,0.002902,0.005956
0.240000,9.651969,0.092219,1.231030,-0.023031,0.002764,0.006232
0.250000,9.705644,0.204891,1.169152,-0.024034,0.001636,0.006400
0.260000,9.823860,0.239603,1.195156,-0.024011,0.001593,0.006261
0.270000,9.755229,0.146987,1.206359,-0.023283,0.002630,0.006261
0.280000,9.748035,0.090939,1.213364,-0.023216,0.001380,0.006261
0.290000,9.814518,0.183759,1.169614,-0.023592,0.002186,0.006130
0.300000,9.826029,0.268784,1.191892,-0.023277,0.001766,0.005605
0.310000,9.691082,0.163502,1.225681,-0.023467,0.002853,0.007125
0.320000,9.809386,0.091623,1.211588,-0.023628,0.002181,0.007263
0.330000,9.876551,0.170808,1.241133,-0.024149,0.001421,0.005864
0.340000,9.632021,0.230213,1.191141,-0.024412,0.003697,0.005237
0.350000,9.625306,0.261164,1.217301,-0.024154,0.001040,0.004772
0.360000,9.858509,0.189255,1.188414,-0.023829,0.001064,0.005035
0.370000,9.866696,0.140658,1.211459,-0.023649,0.002654,0.005163
0.380000,9.663476,0.140368,1.221022,-0.023394,0.003620,0.004598
0.390000,9.676913,0.304511,1.172596,-0.024840,0.001959,0.004708
0.400000,9.791004,0.340970,1.166724,-0.024336,0.002372,0.004797
0.410000,9.748208,0.228038,1.211901,-0.023751,0.003332,0.005637
0.420000,9.753099,0.133074,1.237736,-0.024508,0.001527,0.006126
0.430000,9.829195,0.245315,1.180659,-0.024493,0.001394,0.006214
0.440000,9.726202,0.365238,1.137024,-0.024050,0.002470,0.006250
0.450000,9.642778,0.304333,1.155767,-0.024001,0.002468,0.006567
0.460000,9.743776,0.191519,1.182182,-0.023765,0.000966,0.007277
0.470000,9.924819,0.188641,1.201972,-0.023577,0.000963,0.007741
0.480000,9.722611,0.259974,1.158670,-0.023403,0.003156,0.006520
0.490000,9.627856,0.317025,1.203133,-0.023479,0.002839,0.005582
0.500000,9.777604,0.300290,1.140393,-0.023518,0.002713,0.006425
