method,feature,target,correlation,n
pearson,fcw__max,reaction_smoothness_score,,31
pearson,fcw__max,steering_smoothness_score,,31
pearson,fcw__max,longitudinal_smoothness_score,,31
pearson,fcw__max,lateral_stability_score,,31
pearson,fcw__std,reaction_smoothness_score,,31
pearson,fcw__std,steering_smoothness_score,,31
pearson,fcw__std,longitudinal_smoothness_score,,31
pearson,fcw__std,lateral_stability_score,,31
pearson,accel_x__mean,reaction_smoothness_score,,31
pearson,accel_x__mean,steering_smoothness_score,-0.4034563511011452,31
pearson,accel_x__mean,longitudinal_smoothness_score,-0.03321367457079535,31
pearson,accel_x__mean,lateral_stability_score,0.08508564180749494,31
pearson,accel_x__max,reaction_smoothness_score,,31
pearson,accel_x__max,steering_smoothness_score,-0.2679968545430048,31
pearson,accel_x__max,longitudinal_smoothness_score,0.024521851617546414,31
pearson,accel_x__max,lateral_stability_score,-0.2811144653640571,31
pearson,accel_x__std,reaction_smoothness_score,,31
pearson,accel_x__std,steering_smoothness_score,-0.3016895568759084,31
pearson,accel_x__std,longitudinal_smoothness_score,-0.07766630079807844,31
pearson,accel_x__std,lateral_stability_score,-0.42499443836563827,31
pearson,accel_y__mean,reaction_smoothness_score,,31
pearson,accel_y__mean,steering_smoothness_score,0.1528255491943285,31
pearson,accel_y__mean,longitudinal_smoothness_score,0.10536992253856645,31
pearson,accel_y__mean,lateral_stability_score,0.06028643226051293,31
pearson,accel_y__max,reaction_smoothness_score,,31
pearson,accel_y__max,steering_smoothness_score,-0.0839852042665102,31
pearson,accel_y__max,longitudinal_smoothness_score,-0.008140865161717147,31
pearson,accel_y__max,lateral_stability_score,-0.13259365699376582,31
pearson,accel_y__std,reaction_smoothness_score,,31
pearson,accel_y__std,steering_smoothness_score,-0.37578586374058864,31
pearson,accel_y__std,longitudinal_smoothness_score,0.054386752100785606,31
pearson,accel_y__std,lateral_stability_score,-0.2104483366398965,31
pearson,accel_z__mean,reaction_smoothness_score,,31
pearson,accel_z__mean,steering_smoothness_score,-0.12614081879780262,31
pearson,accel_z__mean,longitudinal_smoothness_score,-0.16653441410842829,31
pearson,accel_z__mean,lateral_stability_score,-0.10862123227551819,31
pearson,accel_z__max,reaction_smoothness_score,,31
pearson,accel_z__max,steering_smoothness_score,-0.1850363248879146,31
pearson,accel_z__max,longitudinal_smoothness_score,-0.3457044536870597,31
pearson,accel_z__max,lateral_stability_score,-0.2427756546833846,31
pearson,accel_z__std,reaction_smoothness_score,,31
pearson,accel_z__std,steering_smoothness_score,0.014468749144640464,31
pearson,accel_z__std,longitudinal_smoothness_score,-0.06669999098582259,31
pearson,accel_z__std,lateral_stability_score,0.047285217300553094,31
pearson,gyro_x__mean,reaction_smoothness_score,,31
pearson,gyro_x__mean,steering_smoothness_score,-0.3038817883248426,31
pearson,gyro_x__mean,longitudinal_smoothness_score,-0.12275195703417939,31
pearson,gyro_x__mean,lateral_stability_score,0.0729471306585788,31
pearson,gyro_x__max,reaction_smoothness_score,,31
pearson,gyro_x__max,steering_smoothness_score,-0.44850632100799603,31
pearson,gyro_x__max,longitudinal_smoothness_score,-0.02789067876390315,31
pearson,gyro_x__max,lateral_stability_score,0.04709807632275571,31
pearson,gyro_x__std,reaction_smoothness_score,,31
pearson,gyro_x__std,steering_smoothness_score,-0.3656914163227975,31
pearson,gyro_x__std,longitudinal_smoothness_score,0.260246008749837,31
pearson,gyro_x__std,lateral_stability_score,-0.0900453743394019,31
pearson,gyro_y__mean,reaction_smoothness_score,,31
pearson,gyro_y__mean,steering_smoothness_score,0.4712062657575913,31
pearson,gyro_y__mean,longitudinal_smoothness_score,0.14371285795579472,31
pearson,gyro_y__mean,lateral_stability_score,-0.06276427827245733,31
pearson,gyro_y__max,reaction_smoothness_score,,31
pearson,gyro_y__max,steering_smoothness_score,0.16466670788512872,31
pearson,gyro_y__max,longitudinal_smoothness_score,-0.10651576496765458,31
pearson,gyro_y__max,lateral_stability_score,-0.39310397154950627,31
pearson,gyro_y__std,reaction_smoothness_score,,31
pearson,gyro_y__std,steering_smoothness_score,-0.03689724833481267,31
pearson,gyro_y__std,longitudinal_smoothness_score,0.021779394510569122,31
pearson,gyro_y__std,lateral_stability_score,-0.2628510143383427,31
pearson,gyro_z__mean,reaction_smoothness_score,,31
pearson,gyro_z__mean,steering_smoothness_score,-0.5028454002003605,31
pearson,gyro_z__mean,longitudinal_smoothness_score,-0.1267231211200778,31
pearson,gyro_z__mean,lateral_stability_score,0.03020349638688773,31
pearson,gyro_z__max,reaction_smoothness_score,,31
pearson,gyro_z__max,steering_smoothness_score,-0.2478965826923192,31
pearson,gyro_z__max,longitudinal_smoothness_score,-0.014405150803040289,31
pearson,gyro_z__max,lateral_stability_score,-0.2367657507717761,31
pearson,gyro_z__std,reaction_smoothness_score,,31
pearson,gyro_z__std,steering_smoothness_score,-0.22210563031615518,31
pearson,gyro_z__std,longitudinal_smoothness_score,0.05444979597989024,31
pearson,gyro_z__std,lateral_stability_score,-0.3181619679921,31
spearman,readyProb_0__mean,reaction_smoothness_score,,31
spearman,readyProb_0__mean,steering_smoothness_score,-0.15619723605588637,31
spearman,readyProb_0__mean,longitudinal_smoothness_score,0.15538792395196988,31
spearman,readyProb_0__mean,lateral_stability_score,0.144462210549097,31
spearman,readyProb_0__max,reaction_smoothness_score,,31
spearman,readyProb_0__max,steering_smoothness_score,-0.15983914052351067,31
spearman,readyProb_0__max,longitudinal_smoothness_score,0.1084478219248123,31
spearman,readyProb_0__max,lateral_stability_score,0.0878103632749413,31
spearman,readyProb_0__std,reaction_smoothness_score,,31
spearman,readyProb_0__std,steering_smoothness_score,0.3249388097224786,31
spearman,readyProb_0__std,longitudinal_smoothness_score,0.25655193694153355,31
spearman,readyProb_0__std,lateral_stability_score,0.12827596847076678,31
spearman,readyProb_1__mean,reaction_smoothness_score,,31
spearman,readyProb_1__mean,steering_smoothness_score,0.2177049559535411,31
spearman,readyProb_1__mean,longitudinal_smoothness_score,0.09388020405431513,31
spearman,readyProb_1__mean,lateral_stability_score,0.16348104499113494,31
spearman,readyProb_1__max,reaction_smoothness_score,,31
spearman,readyProb_1__max,steering_smoothness_score,0.22417945278487317,31
spearman,readyProb_1__max,longitudinal_smoothness_score,0.08254983459948399,31
spearman,readyProb_1__max,lateral_stability_score,0.15012739527651253,31
spearman,readyProb_1__std,reaction_smoothness_score,,31
spearman,readyProb_1__std,steering_smoothness_score,0.19949543361541963,31
spearman,readyProb_1__std,longitudinal_smoothness_score,0.24077035091516164,31
spearman,readyProb_1__std,lateral_stability_score,0.025088675221411796,31
spearman,readyProb_2__mean,reaction_smoothness_score,,31
spearman,readyProb_2__mean,steering_smoothness_score,0.05988909568982172,31
spearman,readyProb_2__mean,longitudinal_smoothness_score,0.16348104499113494,31
spearman,readyProb_2__mean,lateral_stability_score,-0.16186242078330193,31
spearman,readyProb_2__max,reaction_smoothness_score,,31
spearman,readyProb_2__max,steering_smoothness_score,0.0420842294036585,31
spearman,readyProb_2__max,longitudinal_smoothness_score,0.22660738909662273,31
spearman,readyProb_2__max,lateral_stability_score,-0.10804316587285405,31
spearman,readyProb_2__std,reaction_smoothness_score,,31
spearman,readyProb_2__std,steering_smoothness_score,0.01497227392245543,31
spearman,readyProb_2__std,longitudinal_smoothness_score,0.1594344844715524,31
spearman,readyProb_2__std,lateral_stability_score,-0.08740570722298305,31
spearman,readyProb_3__mean,reaction_smoothness_score,,31
spearman,readyProb_3__mean,steering_smoothness_score,0.13110856083447459,31
spearman,readyProb_3__mean,longitudinal_smoothness_score,0.11249438244439483,31
spearman,readyProb_3__mean,lateral_stability_score,-0.060698407793738224,31
spearman,readyProb_3__max,reaction_smoothness_score,,31
spearman,readyProb_3__max,steering_smoothness_score,0.15255533158826207,31
spearman,readyProb_3__max,longitudinal_smoothness_score,0.15700654815980286,31
spearman,readyProb_3__max,lateral_stability_score,-0.07688464987206842,31
spearman,readyProb_3__std,reaction_smoothness_score,,31
spearman,readyProb_3__std,steering_smoothness_score,0.1359644334579736,31
spearman,readyProb_3__std,longitudinal_smoothness_score,0.20637458649870996,31
spearman,readyProb_3__std,lateral_stability_score,-0.036419044676242934,31
spearman,notReadyProb_0__mean,reaction_smoothness_score,,31
spearman,notReadyProb_0__mean,steering_smoothness_score,0.2512096774193549,31
spearman,notReadyProb_0__mean,longitudinal_smoothness_score,-0.05524193548387097,31
spearman,notReadyProb_0__mean,lateral_stability_score,0.32943548387096777,31
spearman,notReadyProb_0__max,reaction_smoothness_score,,31
spearman,notReadyProb_0__max,steering_smoothness_score,0.28790322580645167,31
spearman,notReadyProb_0__max,longitudinal_smoothness_score,-0.09516129032258065,31
spearman,notReadyProb_0__max,lateral_stability_score,0.33790322580645166,31
spearman,notReadyProb_0__std,reaction_smoothness_score,,31
spearman,notReadyProb_0__std,steering_smoothness_score,0.19798387096774195,31
spearman,notReadyProb_0__std,longitudinal_smoothness_score,-0.09072580645161292,31
spearman,notReadyProb_0__std,lateral_stability_score,0.30685483870967745,31
spearman,notReadyProb_1__mean,reaction_smoothness_score,,31
spearman,notReadyProb_1__mean,steering_smoothness_score,0.2719288669159472,31
spearman,notReadyProb_1__mean,longitudinal_smoothness_score,0.3152270644754805,31
spearman,notReadyProb_1__mean,lateral_stability_score,0.09307089195039862,31
spearman,notReadyProb_1__max,reaction_smoothness_score,,31
spearman,notReadyProb_1__max,steering_smoothness_score,0.2662636821885317,31
spearman,notReadyProb_1__max,longitudinal_smoothness_score,0.3257481218263951,31
spearman,notReadyProb_1__max,lateral_stability_score,0.09873607667781417,31
spearman,notReadyProb_1__std,reaction_smoothness_score,,31
spearman,notReadyProb_1__std,steering_smoothness_score,0.26100315351307435,31
spearman,notReadyProb_1__std,longitudinal_smoothness_score,0.19423490493996234,31
spearman,notReadyProb_1__std,lateral_stability_score,0.13839236976972316,31
spearman,awarenessStatus__mean,reaction_smoothness_score,,31
spearman,awarenessStatus__mean,steering_smoothness_score,0.20412414523193156,31
spearman,awarenessStatus__mean,longitudinal_smoothness_score,0.14288690166235207,31
spearman,awarenessStatus__mean,lateral_stability_score,0.12247448713915891,31
spearman,awarenessStatus__max,reaction_smoothness_score,,31
spearman,awarenessStatus__max,steering_smoothness_score,,31
spearman,awarenessStatus__max,longitudinal_smoothness_score,,31
spearman,awarenessStatus__max,lateral_stability_score,,31
spearman,awarenessStatus__std,reaction_smoothness_score,,31
spearman,awarenessStatus__std,steering_smoothness_score,-0.20412414523193156,31
spearman,awarenessStatus__std,longitudinal_smoothness_score,-0.14288690166235207,31
spearman,awarenessStatus__std,lateral_stability_score,-0.12247448713915891,31
spearman,isDistracted__mean,reaction_smoothness_score,,31
spearman,isDistracted__mean,steering_smoothness_score,-0.20412414523193156,31
spearman,isDistracted__mean,longitudinal_smoothness_score,-0.14288690166235207,31
spearman,isDistracted__mean,lateral_stability_score,-0.12247448713915891,31
spearman,isDistracted__max,reaction_smoothness_score,,31
spearman,isDistracted__max,steering_smoothness_score,-0.20412414523193156,31
spearman,isDistracted__max,longitudinal_smoothness_score,-0.14288690166235207,31
spearman,isDistracted__max,lateral_stability_score,-0.12247448713915891,31
spearman,isDistracted__std,reaction_smoothness_score,,31
spearman,isDistracted__std,steering_smoothness_score,-0.20412414523193156,31
spearman,isDistracted__std,longitudinal_smoothness_score,-0.14288690166235207,31
spearman,isDistracted__std,lateral_stability_score,-0.12247448713915891,31
spearman,distractedType__mean,reaction_smoothness_score,,31
spearman,distractedType__mean,steering_smoothness_score,-0.20412414523193156,31
spearman,distractedType__mean,longitudinal_smoothness_score,-0.14288690166235207,31
spearman,distractedType__mean,lateral_stability_score,-0.12247448713915891,31
spearman,distractedType__max,reaction_smoothness_score,,31
spearman,distractedType__max,steering_smoothness_score,-0.20412414523193156,31
spearman,distractedType__max,longitudinal_smoothness_score,-0.14288690166235207,31
spearman,distractedType__max,lateral_stability_score,-0.12247448713915891,31
spearman,distractedType__std,reaction_smoothness_score,,31
spearman,distractedType__std,steering_smoothness_score,-0.20412414523193156,31
spearman,distractedType__std,longitudinal_smoothness_score,-0.14288690166235207,31
spearman,distractedType__std,lateral_stability_score,-0.12247448713915891,31
spearman,occludedProb__mean,reaction_smoothness_score,,31
spearman,occludedProb__mean,steering_smoothness_score,-0.15167407446219733,31
spearman,occludedProb__mean,longitudinal_smoothness_score,-0.07180315227199767,31
spearman,occludedProb__mean,lateral_stability_score,-0.029447360201437244,31
spearman,occludedProb__max,reaction_smoothness_score,,31
spearman,occludedProb__max,steering_smoothness_score,-0.2557685925104095,31
spearman,occludedProb__max,longitudinal_smoothness_score,-0.11837391346407403,31
spearman,occludedProb__max,lateral_stability_score,-0.11594573062378534,31
spearman,occludedProb__std,reaction_smoothness_score,,31
spearman,occludedProb__std,steering_smoothness_score,-0.1597418443803993,31
spearman,occludedProb__std,longitudinal_smoothness_score,-0.14320291604808524,31
spearman,occludedProb__std,lateral_stability_score,-0.13594192312170345,31
spearman,poorVisionProb__mean,reaction_smoothness_score,,31
spearman,poorVisionProb__mean,steering_smoothness_score,-0.12544337610705902,31
spearman,poorVisionProb__mean,longitudinal_smoothness_score,-0.014567617870497174,31
spearman,poorVisionProb__mean,lateral_stability_score,-0.1829045354851312,31
spearman,poorVisionProb__max,reaction_smoothness_score,,31
spearman,poorVisionProb__max,steering_smoothness_score,0.0,31
spearman,poorVisionProb__max,longitudinal_smoothness_score,0.04896338228694883,31
spearman,poorVisionProb__max,lateral_stability_score,-0.1610531086793854,31
spearman,poorVisionProb__std,reaction_smoothness_score,,31
spearman,poorVisionProb__std,steering_smoothness_score,0.15538792395196988,31
spearman,poorVisionProb__std,longitudinal_smoothness_score,0.12422940795118423,31
spearman,poorVisionProb__std,lateral_stability_score,-0.05988909568982172,31
spearman,faceDetected__mean,reaction_smoothness_score,,31
spearman,faceDetected__mean,steering_smoothness_score,,31
spearman,faceDetected__mean,longitudinal_smoothness_score,,31
spearman,faceDetected__mean,lateral_stability_score,,31
spearman,faceDetected__max,reaction_smoothness_score,,31
spearman,faceDetected__max,steering_smoothness_score,,31
spearman,faceDetected__max,longitudinal_smoothness_score,,31
spearman,faceDetected__max,lateral_stability_score,,31
spearman,faceDetected__std,reaction_smoothness_score,,31
spearman,faceDetected__std,steering_smoothness_score,,31
spearman,faceDetected__std,longitudinal_smoothness_score,,31
spearman,faceDetected__std,lateral_stability_score,,31
spearman,vEgo__mean,reaction_smoothness_score,,31
spearman,vEgo__mean,steering_smoothness_score,-0.25000000000000006,31
spearman,vEgo__mean,longitudinal_smoothness_score,-0.10080645161290325,31
spearman,vEgo__mean,lateral_stability_score,-0.18225806451612905,31
spearman,vEgo__max,reaction_smoothness_score,,31
spearman,vEgo__max,steering_smoothness_score,-0.23104838709677425,31
spearman,vEgo__max,longitudinal_smoothness_score,-0.06008064516129033,31
spearman,vEgo__max,lateral_stability_score,-0.1806451612903226,31
spearman,vEgo__std,reaction_smoothness_score,,31
spearman,vEgo__std,steering_smoothness_score,0.001209677419354839,31
spearman,vEgo__std,longitudinal_smoothness_score,0.33870967741935487,31
spearman,vEgo__std,lateral_stability_score,0.18870967741935485,31
spearman,aEgo__mean,reaction_smoothness_score,,31
spearman,aEgo__mean,steering_smoothness_score,0.4483870967741935,31
spearman,aEgo__mean,longitudinal_smoothness_score,0.21975806451612906,31
spearman,aEgo__mean,lateral_stability_score,0.38911290322580644,31
spearman,aEgo__max,reaction_smoothness_score,,31
spearman,aEgo__max,steering_smoothness_score,0.11814516129032258,31
spearman,aEgo__max,longitudinal_smoothness_score,0.15967741935483873,31
spearman,aEgo__max,lateral_stability_score,0.09556451612903226,31
spearman,aEgo__std,reaction_smoothness_score,,31
spearman,aEgo__std,steering_smoothness_score,-0.2024193548387097,31
spearman,aEgo__std,longitudinal_smoothness_score,0.09233870967741936,31
spearman,aEgo__std,lateral_stability_score,0.07862903225806453,31
spearman,vEgoRaw__mean,reaction_smoothness_score,,31
spearman,vEgoRaw__mean,steering_smoothness_score,-0.25000000000000006,31
spearman,vEgoRaw__mean,longitudinal_smoothness_score,-0.10080645161290325,31
spearman,vEgoRaw__mean,lateral_stability_score,-0.18225806451612905,31
spearman,vEgoRaw__max,reaction_smoothness_score,,31
spearman,vEgoRaw__max,steering_smoothness_score,-0.23104838709677425,31
spearman,vEgoRaw__max,longitudinal_smoothness_score,-0.06008064516129033,31
spearman,vEgoRaw__max,lateral_stability_score,-0.1806451612903226,31
spearman,vEgoRaw__std,reaction_smoothness_score,,31
spearman,vEgoRaw__std,steering_smoothness_score,-0.005241935483870968,31
spearman,vEgoRaw__std,longitudinal_smoothness_score,0.3423387096774194,31
spearman,vEgoRaw__std,lateral_stability_score,0.18709677419354842,31
spearman,standstill__mean,reaction_smoothness_score,,31
spearman,standstill__mean,steering_smoothness_score,,31
spearman,standstill__mean,longitudinal_smoothness_score,,31
spearman,standstill__mean,lateral_stability_score,,31
spearman,standstill__max,reaction_smoothness_score,,31
spearman,standstill__max,steering_smoothness_score,,31
spearman,standstill__max,longitudinal_smoothness_score,,31
spearman,standstill__max,lateral_stability_score,,31
spearman,standstill__std,reaction_smoothness_score,,31
spearman,standstill__std,steering_smoothness_score,,31
spearman,standstill__std,longitudinal_smoothness_score,,31
spearman,standstill__std,lateral_stability_score,,31
spearman,steeringAngleDeg__mean,reaction_smoothness_score,,31
spearman,steeringAngleDeg__mean,steering_smoothness_score,-0.22903225806451613,31
spearman,steeringAngleDeg__mean,longitudinal_smoothness_score,0.10524193548387097,31
spearman,steeringAngleDeg__mean,lateral_stability_score,-0.32620967741935486,31
spearman,steeringAngleDeg__max,reaction_smoothness_score,,31
spearman,steeringAngleDeg__max,steering_smoothness_score,-0.15507159016643865,31
spearman,steeringAngleDeg__max,longitudinal_smoothness_score,-0.005646299771989965,31
spearman,steeringAngleDeg__max,lateral_stability_score,-0.2744504996313693,31
spearman,steeringAngleDeg__std,reaction_smoothness_score,,31
spearman,steeringAngleDeg__std,steering_smoothness_score,-0.11572580645161293,31
spearman,steeringAngleDeg__std,longitudinal_smoothness_score,0.13225806451612906,31
spearman,steeringAngleDeg__std,lateral_stability_score,-0.2717741935483871,31
spearman,steeringTorque__mean,reaction_smoothness_score,,31
spearman,steeringTorque__mean,steering_smoothness_score,-0.07943548387096776,31
spearman,steeringTorque__mean,longitudinal_smoothness_score,-0.037500000000000006,31
spearman,steeringTorque__mean,lateral_stability_score,-0.44112903225806455,31
spearman,steeringTorque__max,reaction_smoothness_score,,31
spearman,steeringTorque__max,steering_smoothness_score,0.07862903225806453,31
spearman,steeringTorque__max,longitudinal_smoothness_score,0.2725806451612903,31
spearman,steeringTorque__max,lateral_stability_score,-0.25967741935483873,31
spearman,steeringTorque__std,reaction_smoothness_score,,31
spearman,steeringTorque__std,steering_smoothness_score,0.014919354838709679,31
spearman,steeringTorque__std,longitudinal_smoothness_score,0.18185483870967745,31
spearman,steeringTorque__std,lateral_stability_score,-0.32217741935483873,31
spearman,gas__mean,reaction_smoothness_score,,31
spearman,gas__mean,steering_smoothness_score,-0.2972333599226306,31
spearman,gas__mean,longitudinal_smoothness_score,-0.05206316813931427,31
spearman,gas__mean,lateral_stability_score,-0.055849580367628035,31
spearman,gas__max,reaction_smoothness_score,,31
spearman,gas__max,steering_smoothness_score,-0.2972333599226306,31
spearman,gas__max,longitudinal_smoothness_score,-0.05206316813931427,31
spearman,gas__max,lateral_stability_score,-0.055849580367628035,31
spearman,gas__std,reaction_smoothness_score,,31
spearman,gas__std,steering_smoothness_score,-0.28966053546600307,31
spearman,gas__std,longitudinal_smoothness_score,-0.06531561093841246,31
spearman,gas__std,lateral_stability_score,-0.06152919871009868,31
spearman,brake__mean,reaction_smoothness_score,,31
spearman,brake__mean,steering_smoothness_score,0.15440445692425223,31
spearman,brake__mean,longitudinal_smoothness_score,-0.36273769495219416,31
spearman,brake__mean,lateral_stability_score,-0.1107282958022526,31
spearman,brake__max,reaction_smoothness_score,,31
spearman,brake__max,steering_smoothness_score,0.20920392429617718,31
spearman,brake__max,longitudinal_smoothness_score,-0.3117420886448746,31
spearman,brake__max,lateral_stability_score,-0.021289703614771924,31
spearman,brake__std,reaction_smoothness_score,,31
spearman,brake__std,steering_smoothness_score,0.3426425597880816,31
spearman,brake__std,longitudinal_smoothness_score,-0.15317414252644942,31
spearman,brake__std,lateral_stability_score,0.10457672381323856,31
spearman,leadOne_dRel__mean,reaction_smoothness_score,,31
spearman,leadOne_dRel__mean,steering_smoothness_score,-0.07455314841923395,31
spearman,leadOne_dRel__mean,longitudinal_smoothness_score,-0.13454858146666485,31
spearman,leadOne_dRel__mean,lateral_stability_score,0.09528686425180198,31
spearman,leadOne_dRel__max,reaction_smoothness_score,,31
spearman,leadOne_dRel__max,steering_smoothness_score,-0.18263315648262046,31
spearman,leadOne_dRel__max,longitudinal_smoothness_score,-0.18792687116327614,31
spearman,leadOne_dRel__max,lateral_stability_score,0.04058514588502676,31
spearman,leadOne_dRel__std,reaction_smoothness_score,,31
spearman,leadOne_dRel__std,steering_smoothness_score,-0.20204344364502458,31
spearman,leadOne_dRel__std,longitudinal_smoothness_score,-0.1402834390373751,31
spearman,leadOne_dRel__std,lateral_stability_score,0.10322743627278548,31
spearman,leadOne_vRel__mean,reaction_smoothness_score,,31
spearman,leadOne_vRel__mean,steering_smoothness_score,0.2832137354150781,31
spearman,leadOne_vRel__mean,longitudinal_smoothness_score,0.29027202165595234,31
spearman,leadOne_vRel__mean,lateral_stability_score,0.14337143926775764,31
spearman,leadOne_vRel__max,reaction_smoothness_score,,31
spearman,leadOne_vRel__max,steering_smoothness_score,0.13003010447424412,31
spearman,leadOne_vRel__max,longitudinal_smoothness_score,-0.05283908839059391,31
spearman,leadOne_vRel__max,lateral_stability_score,0.17873395986035676,31
spearman,leadOne_vRel__std,reaction_smoothness_score,,31
spearman,leadOne_vRel__std,steering_smoothness_score,-0.07455314841923395,31
spearman,leadOne_vRel__std,longitudinal_smoothness_score,-0.14557715371803082,31
spearman,leadOne_vRel__std,lateral_stability_score,0.17601601313180087,31
spearman,leadOne_aRel__mean,reaction_smoothness_score,,31
spearman,leadOne_aRel__mean,steering_smoothness_score,,31
spearman,leadOne_aRel__mean,longitudinal_smoothness_score,,31
spearman,leadOne_aRel__mean,lateral_stability_score,,31
spearman,leadOne_aRel__max,reaction_smoothness_score,,31
spearman,leadOne_aRel__max,steering_smoothness_score,,31
spearman,leadOne_aRel__max,longitudinal_smoothness_score,,31
spearman,leadOne_aRel__max,lateral_stability_score,,31
spearman,leadOne_aRel__std,reaction_smoothness_score,,31
spearman,leadOne_aRel__std,steering_smoothness_score,,31
spearman,leadOne_aRel__std,longitudinal_smoothness_score,,31
spearman,leadOne_aRel__std,lateral_stability_score,,31
spearman,leadOne_yRel__mean,reaction_smoothness_score,,31
spearman,leadOne_yRel__mean,steering_smoothness_score,-0.2774788778443678,31
spearman,leadOne_yRel__mean,longitudinal_smoothness_score,-0.16675201244065346,31
spearman,leadOne_yRel__mean,lateral_stability_score,-0.42482060312261716,31
spearman,leadOne_yRel__max,reaction_smoothness_score,,31
spearman,leadOne_yRel__max,steering_smoothness_score,-0.12440229499540814,31
spearman,leadOne_yRel__max,longitudinal_smoothness_score,-0.22498287392786578,31
spearman,leadOne_yRel__max,lateral_stability_score,-0.01808685849224019,31
spearman,leadOne_yRel__std,reaction_smoothness_score,,31
spearman,leadOne_yRel__std,steering_smoothness_score,-0.006176000460764944,31
spearman,leadOne_yRel__std,longitudinal_smoothness_score,-0.16939886978098131,31
spearman,leadOne_yRel__std,lateral_stability_score,0.11646172297442464,31
spearman,leadTwo_dRel__mean,reaction_smoothness_score,,31
spearman,leadTwo_dRel__mean,steering_smoothness_score,-0.09749257870207517,31
spearman,leadTwo_dRel__mean,longitudinal_smoothness_score,-0.1469005823881947,31
spearman,leadTwo_dRel__mean,lateral_stability_score,0.09043429246120095,31
spearman,leadTwo_dRel__max,reaction_smoothness_score,,31
spearman,leadTwo_dRel__max,steering_smoothness_score,-0.19189715717376787,31
spearman,leadTwo_dRel__max,longitudinal_smoothness_score,-0.19719087185442355,31
spearman,leadTwo_dRel__max,lateral_stability_score,0.07014171951868756,31
spearman,leadTwo_dRel__std,reaction_smoothness_score,,31
spearman,leadTwo_dRel__std,steering_smoothness_score,-0.16410515510032564,31
spearman,leadTwo_dRel__std,longitudinal_smoothness_score,-0.13234286701639164,31
spearman,leadTwo_dRel__std,lateral_stability_score,0.11072686540371435,31
spearman,leadTwo_vRel__mean,reaction_smoothness_score,,31
spearman,leadTwo_vRel__mean,steering_smoothness_score,0.22277715947759258,31
spearman,leadTwo_vRel__mean,longitudinal_smoothness_score,0.17822172758207408,31
spearman,leadTwo_vRel__mean,lateral_stability_score,0.263803448252674,31
spearman,leadTwo_vRel__max,reaction_smoothness_score,,31
spearman,leadTwo_vRel__max,steering_smoothness_score,0.1703900171113858,31
spearman,leadTwo_vRel__max,longitudinal_smoothness_score,-0.06881588519574641,31
spearman,leadTwo_vRel__max,lateral_stability_score,0.25923792368260634,31
spearman,leadTwo_vRel__std,reaction_smoothness_score,,31
spearman,leadTwo_vRel__std,steering_smoothness_score,-0.057789718597157674,31
spearman,leadTwo_vRel__std,longitudinal_smoothness_score,-0.1363131530268834,31
spearman,leadTwo_vRel__std,lateral_stability_score,0.1773394418019648,31
spearman,leadTwo_aRel__mean,reaction_smoothness_score,,31
spearman,leadTwo_aRel__mean,steering_smoothness_score,,31
spearman,leadTwo_aRel__mean,longitudinal_smoothness_score,,31
spearman,leadTwo_aRel__mean,lateral_stability_score,,31
spearman,leadTwo_aRel__max,reaction_smoothness_score,,31
spearman,leadTwo_aRel__max,steering_smoothness_score,,31
spearman,leadTwo_aRel__max,longitudinal_smoothness_score,,31
spearman,leadTwo_aRel__max,lateral_stability_score,,31
spearman,leadTwo_aRel__std,reaction_smoothness_score,,31
spearman,leadTwo_aRel__std,steering_smoothness_score,,31
spearman,leadTwo_aRel__std,longitudinal_smoothness_score,,31
spearman,leadTwo_aRel__std,lateral_stability_score,,31
spearman,leadTwo_yRel__mean,reaction_smoothness_score,,31
spearman,leadTwo_yRel__mean,steering_smoothness_score,-0.3573257409442574,31
spearman,leadTwo_yRel__mean,longitudinal_smoothness_score,-0.27483202050404,31
spearman,leadTwo_yRel__mean,lateral_stability_score,-0.3264457386404327,31
spearman,leadTwo_yRel__max,reaction_smoothness_score,,31
spearman,leadTwo_yRel__max,steering_smoothness_score,-0.13013715256611846,31
spearman,leadTwo_yRel__max,longitudinal_smoothness_score,-0.24130516085988743,31
spearman,leadTwo_yRel__max,lateral_stability_score,-0.0216160016126773,31
spearman,leadTwo_yRel__std,reaction_smoothness_score,,31
spearman,leadTwo_yRel__std,steering_smoothness_score,-0.02911543074360616,31
spearman,leadTwo_yRel__std,longitudinal_smoothness_score,-0.18263315648262046,31
spearman,leadTwo_yRel__std,lateral_stability_score,0.09969829315234836,31
spearman,model_desiredCurvature__mean,reaction_smoothness_score,,25
spearman,model_desiredCurvature__mean,steering_smoothness_score,0.21000000000000002,25
spearman,model_desiredCurvature__mean,longitudinal_smoothness_score,-0.07384615384615385,25
spearman,model_desiredCurvature__mean,lateral_stability_score,0.27999999999999997,25
spearman,model_desiredCurvature__max,reaction_smoothness_score,,25
spearman,model_desiredCurvature__max,steering_smoothness_score,-0.03153846153846154,25
spearman,model_desiredCurvature__max,longitudinal_smoothness_score,-0.2930769230769231,25
spearman,model_desiredCurvature__max,lateral_stability_score,-0.0007692307692307692,25
spearman,model_desiredCurvature__std,reaction_smoothness_score,,25
spearman,model_desiredCurvature__std,steering_smoothness_score,-0.2623076923076923,25
spearman,model_desiredCurvature__std,longitudinal_smoothness_score,0.11846153846153845,25
spearman,model_desiredCurvature__std,lateral_stability_score,-0.2407692307692308,25
