time_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.000000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.010000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.020000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.030000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.040000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.050000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.060000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.070000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.080000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.090000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.100000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.110000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.120000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.130000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.140000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.150000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.160000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.170000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.180000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.190000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.200000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.210000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.220000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.230000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.240000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.250000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.260000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.270000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.280000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.290000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.300000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.310000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.320000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.330000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.340000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.350000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.360000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.370000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.380000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.390000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.400000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.410000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.420000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.430000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.440000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.450000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.460000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.470000,9.642948,0.258662,0.798140,-0.024740,0.006567,-0.000764
0.480000,9.652334,0.231501,0.815489,-0.024740,0.006567,-0.000764
0.490000,9.785974,0.129248,0.889400,-0.025159,0.002600,-0.000387
0.500000,9.933420,0.128152,0.887698,-0.025410,0.003457,0.000389
0.510000,9.688884,0.212322,0.812459,-0.025485,0.006795,-0.000516
0.520000,9.716566,0.262697,0.845263,-0.025558,0.003764,-0.000072
0.530000,9.866140,0.236723,0.868824,-0.024957,0.002742,0.000876
0.540000,9.830763,0.158072,0.841944,-0.024768,0.005670,0.001442
0.550000,9.672694,0.049540,0.810420,-0.024819,0.003200,0.000033
0.560000,9.734533,0.262992,0.794466,-0.024692,0.002796,-0.001040
0.570000,9.606521,0.242872,0.770300,-0.023959,0.006873,-0.000611
0.580000,9.883021,0.102621,0.814748,-0.023824,0.002490,-0.000484
0.590000,9.921753,0.082052,0.836699,-0.024870,0.003852,-0.000109
0.600000,9.523123,0.294182,0.740640,-0.024471,0.008508,0.000582
0.610000,9.679646,0.334905,0.748799,-0.024437,0.003516,0.000147
0.620000,9.971124,0.181615,0.822129,-0.024541,0.003673,-0.000114
0.630000,9.814267,0.143567,0.810592,-0.024646,0.003829,-0.000375
0.640000,9.657410,0.105518,0.799055,-0.024724,0.004106,-0.000573
0.650000,9.739302,0.236803,0.788261,-0.024558,0.005485,-0.000187
0.660000,9.855731,0.294102,0.797923,-0.024393,0.006865,0.000200
0.670000,9.899366,0.183223,0.831439,-0.024225,0.007846,0.000344
0.680000,9.943001,0.072344,0.864956,-0.024052,0.008018,-0.000002
0.690000,9.939499,0.064854,0.866611,-0.023879,0.008191,-0.000347
0.700000,9.906805,0.121395,0.848533,-0.024193,0.007213,-0.000347
0.710000,9.874112,0.177936,0.830455,-0.024737,0.005689,-0.000184
0.720000,9.864912,0.223828,0.825231,-0.025282,0.004165,-0.000021
0.730000,9.878820,0.259247,0.832649,-0.025314,0.004816,-0.000074
0.740000,9.892728,0.294666,0.840066,-0.025272,0.005785,-0.000158
0.750000,9.868503,0.266697,0.848743,-0.025230,0.006753,-0.000242
0.760000,9.743895,0.071862,0.860732,-0.025128,0.007231,-0.000319
0.770000,9.736377,0.074992,0.861504,-0.024844,0.006209,-0.000376
0.780000,9.745279,0.105882,0.860703,-0.024561,0.005188,-0.000433
0.790000,9.754182,0.136773,0.859902,-0.024277,0.004166,-0.000490
0.800000,9.763084,0.167663,0.859101,-0.023993,0.003144,-0.000546
0.810000,9.771986,0.198554,0.858300,-0.023709,0.002122,-0.000603
