time_s,face_yaw,face_pitch,face_roll,face_pos_x,face_pos_y,faceProb,leftEyeProb,rightEyeProb,leftBlinkProb,rightBlinkProb,sunglassesProb,occludedProb,readyProb_0,readyProb_1,readyProb_2,readyProb_3,notReadyProb_0,notReadyProb_1,poorVisionProb,awarenessStatus,isDistracted,distractedType,faceDetected,isRHD
0.000000,-0.523102,0.583252,-0.042435,0.129410,-0.003433,0.946584,0.959781,0.854445,0.825414,0.782891,0.000017,0.509411,0.493091,0.527772,0.531941,0.490965,0.225289,0.536245,0.242789,1.000000,0,0,0,0
0.050000,-0.523102,0.583252,-0.042435,0.129410,-0.003433,0.946584,0.959781,0.854445,0.825414,0.782891,0.000017,0.509411,0.493091,0.527772,0.531941,0.490965,0.225289,0.536245,0.242789,1.000000,0,0,0,0
0.100000,-0.523102,0.583252,-0.042435,0.129410,-0.003433,0.946584,0.959781,0.854445,0.825414,0.782891,0.000017,0.509411,0.493091,0.527772,0.531941,0.490965,0.225289,0.536245,0.242789,1.000000,0,0,0,0
0.150000,-0.523102,0.583252,-0.042435,0.129410,-0.003433,0.946584,0.959781,0.854445,0.825414,0.782891,0.000017,0.509411,0.493091,0.527772,0.531941,0.490965,0.225289,0.536245,0.242789,1.000000,0,0,0,0
0.200000,-0.523102,0.583252,-0.042435,0.129410,-0.003433,0.946584,0.959781,0.854445,0.825414,0.782891,0.000017,0.509411,0.493091,0.527772,0.531941,0.490965,0.225289,0.536245,0.242789,1.000000,0,0,0,0
0.250000,-0.523102,0.583252,-0.042435,0.129410,-0.003433,0.946584,0.959781,0.854445,0.825414,0.782891,0.000017,0.509411,0.493091,0.527772,0.531941,0.490965,0.225289,0.536245,0.242789,1.000000,0,0,0,0
0.300000,-0.523102,0.583252,-0.042435,0.129410,-0.003433,0.946584,0.959781,0.854445,0.825414,0.782891,0.000017,0.509411,0.493091,0.527772,0.531941,0.490965,0.225289,0.536245,0.242789,1.000000,0,0,0,0
0.350000,-0.523102,0.583252,-0.042435,0.129410,-0.003433,0.946584,0.959781,0.854445,0.825414,0.782891,0.000017,0.509411,0.493091,0.527772,0.531941,0.490965,0.225289,0.536245,0.242789,1.000000,0,0,0,0
0.400000,-0.523102,0.583252,-0.042435,0.129410,-0.003433,0.946584,0.959781,0.854445,0.825414,0.782891,0.000017,0.509411,0.493091,0.527772,0.531941,0.490965,0.225289,0.536245,0.242789,1.000000,0,0,0,0
0.450000,-0.523102,0.583252,-0.042435,0.129410,-0.003433,0.946584,0.959781,0.854445,0.825414,0.782891,0.000017,0.509411,0.493091,0.527772,0.531941,0.490965,0.225289,0.536245,0.242789,1.000000,0,0,0,0
0.500000,-0.523102,0.583252,-0.042435,0.129410,-0.003433,0.946584,0.959781,0.854445,0.825414,0.782891,0.000017,0.509411,0.493091,0.527772,0.531941,0.490965,0.225289,0.536245,0.242789,1.000000,0,0,0,0
0.550000,-0.523102,0.583252,-0.042435,0.129410,-0.003433,0.946584,0.959781,0.854445,0.825414,0.782891,0.000017,0.509411,0.493091,0.527772,0.531941,0.490965,0.225289,0.536245,0.242789,1.000000,0,0,0,0
0.600000,-0.523102,0.583252,-0.042435,0.129410,-0.003433,0.946584,0.959781,0.854445,0.825414,0.782891,0.000017,0.509411,0.493091,0.527772,0.531941,0.490965,0.225289,0.536245,0.242789,1.000000,0,0,0,0
