time_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.000000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.010000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.020000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.030000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.040000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.050000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.060000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.070000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.080000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.090000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.100000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.110000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.120000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.130000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.140000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.150000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.160000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.170000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.180000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.190000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.200000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.210000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.220000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.230000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.240000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.250000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.260000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.270000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.280000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.290000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.300000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.310000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.320000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.330000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.340000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.350000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.360000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.370000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.380000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.390000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.400000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.410000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.420000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.430000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.440000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.450000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.460000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.470000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.480000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.490000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.500000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.510000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.520000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.530000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.540000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.550000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.560000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.570000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.580000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.590000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.600000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.610000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.620000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.630000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.640000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.650000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.660000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.670000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.680000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.690000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.700000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.710000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.720000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.730000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.740000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.750000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.760000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.770000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.780000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
0.790000,9.724977,0.034728,0.967588,-0.023366,0.003360,0.000000
