time_s,face_yaw,face_pitch,face_roll,face_pos_x,face_pos_y,faceProb,leftEyeProb,rightEyeProb,leftBlinkProb,rightBlinkProb,sunglassesProb,occludedProb,readyProb_0,readyProb_1,readyProb_2,readyProb_3,notReadyProb_0,notReadyProb_1,poorVisionProb,awarenessStatus,isDistracted,distractedType,faceDetected,isRHD
0.000000,-0.170685,0.143066,0.099533,0.129044,-0.024437,0.966403,0.868325,0.843428,0.767646,0.768277,0.000017,0.486428,0.492695,0.530116,0.527233,0.493459,0.050133,0.537758,0.006231,1.000000,0,0,0,0
0.050000,-0.170685,0.143066,0.099533,0.129044,-0.024437,0.966403,0.868325,0.843428,0.767646,0.768277,0.000017,0.486428,0.492695,0.530116,0.527233,0.493459,0.050133,0.537758,0.006231,1.000000,0,0,0,0
0.100000,-0.170685,0.143066,0.099533,0.129044,-0.024437,0.966403,0.868325,0.843428,0.767646,0.768277,0.000017,0.486428,0.492695,0.530116,0.527233,0.493459,0.050133,0.537758,0.006231,1.000000,0,0,0,0
0.150000,-0.170685,0.143066,0.099533,0.129044,-0.024437,0.966403,0.868325,0.843428,0.767646,0.768277,0.000017,0.486428,0.492695,0.530116,0.527233,0.493459,0.050133,0.537758,0.006231,1.000000,0,0,0,0
0.200000,-0.170685,0.143066,0.099533,0.129044,-0.024437,0.966403,0.868325,0.843428,0.767646,0.768277,0.000017,0.486428,0.492695,0.530116,0.527233,0.493459,0.050133,0.537758,0.006231,1.000000,0,0,0,0
0.250000,-0.170685,0.143066,0.099533,0.129044,-0.024437,0.966403,0.868325,0.843428,0.767646,0.768277,0.000017,0.486428,0.492695,0.530116,0.527233,0.493459,0.050133,0.537758,0.006231,1.000000,0,0,0,0
0.300000,-0.170685,0.143066,0.099533,0.129044,-0.024437,0.966403,0.868325,0.843428,0.767646,0.768277,0.000017,0.486428,0.492695,0.530116,0.527233,0.493459,0.050133,0.537758,0.006231,1.000000,0,0,0,0
0.350000,-0.170685,0.143066,0.099533,0.129044,-0.024437,0.966403,0.868325,0.843428,0.767646,0.768277,0.000017,0.486428,0.492695,0.530116,0.527233,0.493459,0.050133,0.537758,0.006231,1.000000,0,0,0,0
0.400000,-0.170685,0.143066,0.099533,0.129044,-0.024437,0.966403,0.868325,0.843428,0.767646,0.768277,0.000017,0.486428,0.492695,0.530116,0.527233,0.493459,0.050133,0.537758,0.006231,1.000000,0,0,0,0
0.450000,-0.170685,0.143066,0.099533,0.129044,-0.024437,0.966403,0.868325,0.843428,0.767646,0.768277,0.000017,0.486428,0.492695,0.530116,0.527233,0.493459,0.050133,0.537758,0.006231,1.000000,0,0,0,0
0.500000,-0.170685,0.143066,0.099533,0.129044,-0.024437,0.966403,0.868325,0.843428,0.767646,0.768277,0.000017,0.486428,0.492695,0.530116,0.527233,0.493459,0.050133,0.537758,0.006231,1.000000,0,0,0,0
0.550000,-0.170685,0.143066,0.099533,0.129044,-0.024437,0.966403,0.868325,0.843428,0.767646,0.768277,0.000017,0.486428,0.492695,0.530116,0.527233,0.493459,0.050133,0.537758,0.006231,1.000000,0,0,0,0
0.600000,-0.170685,0.143066,0.099533,0.129044,-0.024437,0.966403,0.868325,0.843428,0.767646,0.768277,0.000017,0.486428,0.492695,0.530116,0.527233,0.493459,0.050133,0.537758,0.006231,1.000000,0,0,0,0
0.650000,-0.170685,0.143066,0.099533,0.129044,-0.024437,0.966403,0.868325,0.843428,0.767646,0.768277,0.000017,0.486428,0.492695,0.530116,0.527233,0.493459,0.050133,0.537758,0.006231,1.000000,0,0,0,0
0.700000,-0.170685,0.143066,0.099533,0.129044,-0.024437,0.966403,0.868325,0.843428,0.767646,0.768277,0.000017,0.486428,0.492695,0.530116,0.527233,0.493459,0.050133,0.537758,0.006231,1.000000,0,0,0,0
0.750000,-0.170685,0.143066,0.099533,0.129044,-0.024437,0.966403,0.868325,0.843428,0.767646,0.768277,0.000017,0.486428,0.492695,0.530116,0.527233,0.493459,0.050133,0.537758,0.006231,1.000000,0,0,0,0
0.800000,-0.170685,0.143066,0.099533,0.129044,-0.024437,0.966403,0.868325,0.843428,0.767646,0.768277,0.000017,0.486428,0.492695,0.530116,0.527233,0.493459,0.050133,0.537758,0.006231,1.000000,0,0,0,0
0.850000,-0.170685,0.143066,0.099533,0.129044,-0.024437,0.966403,0.868325,0.843428,0.767646,0.768277,0.000017,0.486428,0.492695,0.530116,0.527233,0.493459,0.050133,0.537758,0.006231,1.000000,0,0,0,0
0.900000,-0.170685,0.143066,0.099533,0.129044,-0.024437,0.966403,0.868325,0.843428,0.767646,0.768277,0.000017,0.486428,0.492695,0.530116,0.527233,0.493459,0.050133,0.537758,0.006231,1.000000,0,0,0,0
0.950000,-0.170685,0.143066,0.099533,0.129044,-0.024437,0.966403,0.868325,0.843428,0.767646,0.768277,0.000017,0.486428,0.492695,0.530116,0.527233,0.493459,0.050133,0.537758,0.006231,1.000000,0,0,0,0
1.000000,-0.170685,0.143066,0.099533,0.129044,-0.024437,0.966403,0.868325,0.843428,0.767646,0.768277,0.000017,0.486428,0.492695,0.530116,0.527233,0.493459,0.050133,0.537758,0.006231,1.000000,0,0,0,0
1.050000,-0.170685,0.143066,0.099533,0.129044,-0.024437,0.966403,0.868325,0.843428,0.767646,0.768277,0.000017,0.486428,0.492695,0.530116,0.527233,0.493459,0.050133,0.537758,0.006231,1.000000,0,0,0,0
1.100000,-0.170685,0.143066,0.099533,0.129044,-0.024437,0.966403,0.868325,0.843428,0.767646,0.768277,0.000017,0.486428,0.492695,0.530116,0.527233,0.493459,0.050133,0.537758,0.006231,1.000000,0,0,0,0
1.150000,-0.163997,0.132303,0.113063,0.129452,-0.023816,0.966066,0.904243,0.887819,0.686101,0.681623,0.000017,0.485605,0.492242,0.529948,0.527411,0.493430,0.037418,0.537439,0.004806,1.000000,0,0,0,0
1.200000,-0.171441,0.130774,0.111983,0.129244,-0.023785,0.965912,0.919179,0.906317,0.663362,0.658767,0.000017,0.485700,0.492291,0.529989,0.527482,0.493442,0.039639,0.537433,0.004269,1.000000,0,0,0,0
1.250000,-0.172010,0.132690,0.116002,0.129166,-0.023610,0.965713,0.928124,0.911169,0.665440,0.659208,0.000017,0.485712,0.492272,0.529794,0.527496,0.493422,0.038720,0.537635,0.003840,1.000000,0,0,0,0
1.300000,-0.173764,0.133447,0.111014,0.129345,-0.023640,0.965776,0.928705,0.910336,0.657822,0.648870,0.000017,0.485967,0.492261,0.529710,0.527517,0.493319,0.038498,0.537414,0.002428,1.000000,0,0,0,0
1.350000,-0.182526,0.130740,0.111749,0.129229,-0.023578,0.965635,0.937560,0.920431,0.628924,0.619040,0.000017,0.486070,0.492221,0.529910,0.527577,0.493433,0.039512,0.537487,0.002037,1.000000,0,0,0,0
1.400000,-0.176963,0.131336,0.110522,0.128980,-0.023579,0.965470,0.934423,0.920164,0.698188,0.688605,0.000017,0.485937,0.492225,0.529854,0.527506,0.493499,0.042188,0.537481,0.002220,1.000000,0,0,0,0
1.450000,-0.179092,0.128951,0.113555,0.129108,-0.023259,0.965488,0.926226,0.909140,0.722170,0.715730,0.000017,0.485773,0.492288,0.529617,0.527431,0.493505,0.043014,0.537609,0.002845,1.000000,0,0,0,0
1.500000,-0.172925,0.126868,0.117917,0.128893,-0.023081,0.965357,0.935139,0.916060,0.669490,0.662464,0.000017,0.485450,0.492299,0.529843,0.527489,0.493463,0.037193,0.537599,0.003094,1.000000,0,0,0,0
1.550000,-0.178178,0.123727,0.114676,0.128888,-0.023233,0.965213,0.934770,0.917109,0.687083,0.680544,0.000017,0.485568,0.492327,0.529772,0.527496,0.493459,0.038031,0.537654,0.004217,1.000000,0,0,0,0
1.600000,-0.178467,0.123495,0.114063,0.128831,-0.023385,0.965467,0.924867,0.909085,0.679925,0.672258,0.000017,0.485487,0.492225,0.529741,0.527482,0.493521,0.038201,0.537604,0.002939,1.000000,0,0,0,0
1.650000,-0.181045,0.116823,0.110716,0.128614,-0.023096,0.965171,0.925487,0.910522,0.689313,0.683966,0.000017,0.485459,0.492237,0.529778,0.527463,0.493444,0.037136,0.537513,0.004680,1.000000,0,0,0,0
1.700000,-0.173900,0.116076,0.108953,0.128374,-0.022813,0.965579,0.925002,0.906560,0.598275,0.595885,0.000017,0.485241,0.492186,0.529839,0.527422,0.493435,0.035101,0.537312,0.005811,1.000000,0,0,0,0
1.750000,-0.172588,0.119289,0.102512,0.128221,-0.022988,0.965377,0.938541,0.918369,0.669836,0.663830,0.000017,0.485417,0.492326,0.529929,0.527398,0.493373,0.039644,0.537329,0.005447,1.000000,0,0,0,0
1.800000,-0.181284,0.116070,0.100327,0.128280,-0.023247,0.964899,0.939186,0.918880,0.724711,0.719352,0.000017,0.485670,0.492419,0.529816,0.527289,0.493317,0.043657,0.537063,0.006803,1.000000,0,0,0,0
1.850000,-0.185037,0.115086,0.098893,0.128034,-0.023302,0.964781,0.938809,0.919066,0.699062,0.696376,0.000017,0.485842,0.492395,0.529786,0.527207,0.493367,0.044296,0.536847,0.006145,1.000000,0,0,0,0
1.900000,-0.188582,0.117833,0.098899,0.127852,-0.023457,0.964881,0.930316,0.915176,0.734197,0.733369,0.000017,0.486042,0.492410,0.529779,0.527318,0.493399,0.048093,0.537023,0.006326,1.000000,0,0,0,0
1.950000,-0.183326,0.121663,0.098228,0.127823,-0.023458,0.965421,0.936508,0.919784,0.677804,0.675730,0.000017,0.485926,0.492457,0.529694,0.527350,0.493347,0.046871,0.537048,0.008671,1.000000,0,0,0,0
2.000000,-0.186002,0.122664,0.099495,0.127823,-0.023465,0.965401,0.935676,0.914451,0.634780,0.629037,0.000017,0.486020,0.492311,0.529893,0.527440,0.493315,0.043728,0.536816,0.007514,1.000000,0,0,0,0
2.050000,-0.185307,0.117988,0.096944,0.127731,-0.023070,0.965062,0.927616,0.911877,0.677954,0.672722,0.000017,0.485925,0.492281,0.529927,0.527369,0.493330,0.044722,0.536645,0.005962,1.000000,0,0,0,0
